Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SVpct,GAA,SO,GPS,MIN,QS,QSpct,RBS,GApct,GSAA,G,A,PTS,PIM,Season
Ilya Bryzgalov, 33, EDM, 20, 19, 5, 8, 5, 57, 622, 565, .908, 3.01, 1, 3.4, 1135, 10, .526, 2, 106, -3.40, 0, 0, 0, 0,2013-14
Ilya Bryzgalov, 33, MIN, 12, 11, 7, 1, 3, 24, 269, 245, .911, 2.12, 3, 1.5, 679, 6, .545, 2, , , 0, 0, 0, 0,2013-14
Peter Budaj, 31, MTL, 24, 21, 10, 8, 3, 56, 615, 559, .909, 2.51, 1, 3.4, 1338, 9, .429, 3, 106, -3.01, 0, 0, 0, 6,2013-14
Jack Campbell, 22, DAL, 1, 1, 0, 1, 0, 6, 47, 41, .872, 6.00, 0, 0.0, 60, 0, .000, 0, , , 0, 0, 0, 0,2013-14
Scott Clemmensen, 36, FLA, 17, 14, 6, 7, 1, 47, 454, 407, .896, 3.08, 0, 1.8, 914, 6, .429, 3, 120, -7.88, 0, 1, 1, 0,2013-14
Corey Crawford, 29, CHI, 59, 56, 32, 16, 10, 128, 1533, 1405, .917, 2.26, 2, 9.8, 3395, 31, .554, 6, 97, 4.09, 0, 1, 1, 0,2013-14
John Curry, 29, MIN, 2, 1, 1, 0, 0, 4, 57, 53, .930, 3.01, 0, 0.5, 80, 1, 1.000, 0, , , 0, 0, 0, 0,2013-14
Cedrick Desjardins, 28, TBL, 1, 0, 0, 1, 0, 2, 13, 11, .846, 6.65, 0, 0.0, 18, 0, , 0, , , 0, 0, 0, 2,2013-14
Devan Dubnyk, 27, TOT, 34, 31, 11, 18, 3, 103, 945, 842, .891, 3.43, 2, 3.1, 1802, 11, .355, 8, 126, -21.57, 0, 0, 0, 6,2013-14
Devan Dubnyk, 27, EDM, 32, 29, 11, 17, 2, 94, 885, 791, .894, 3.36, 2, 3.2, 1678, 11, .379, 7, 123, -17.74, 0, 0, 0, 6,2013-14
Devan Dubnyk, 27, NSH, 2, 2, 0, 1, 1, 9, 60, 51, .850, 4.36, 0, -0.1, 124, 0, .000, 1, , , 0, 0, 0, 0,2013-14
Brian Elliott, 28, STL, 31, 25, 18, 6, 2, 53, 681, 628, .922, 1.96, 4, 4.8, 1624, 15, .600, 2, 90, 5.68, 0, 2, 2, 0,2013-14
Dan Ellis, 33, TOT, 20, 16, 5, 11, 0, 62, 514, 452, .879, 3.62, 1, 1.0, 1027, 4, .250, 6, 140, -17.71, 0, 1, 1, 0,2013-14
Dan Ellis, 33, DAL, 14, 11, 5, 6, 0, 35, 349, 314, .900, 3.04, 1, 1.5, 690, 4, .364, 2, 116, -4.93, 0, 1, 1, 0,2013-14
Dan Ellis, 33, FLA, 6, 5, 0, 5, 0, 27, 165, 138, .836, 4.80, 0, -0.5, 337, 0, .000, 4, , , 0, 0, 0, 0,2013-14
Ray Emery, 31, PHI, 28, 21, 9, 12, 2, 69, 711, 642, .903, 2.96, 2, 3.4, 1398, 11, .524, 2, 113, -7.74, 0, 0, 0, 31,2013-14
Jhonas Enroth, 25, BUF, 28, 26, 4, 17, 5, 74, 834, 760, .911, 2.82, 0, 4.8, 1574, 14, .538, 3, 103, -2.14, 0, 0, 0, 0,2013-14
Joacim Eriksson, 23, VAN, 1, 0, , , , 6, 31, 25, .806, 9.99, 0, -0.2, 36, 0, , 0, , , 0, 0, 0, 0,2013-14
Viktor Fasth, 31, TOT, 12, 12, 5, 5, 2, 33, 340, 307, .903, 2.83, 0, 1.6, 701, 5, .417, 2, 113, -3.70, 0, 0, 0, 0,2013-14
Viktor Fasth, 31, EDM, 7, 7, 3, 3, 1, 18, 209, 191, .914, 2.73, 0, 1.3, 396, 4, .571, 1, , , 0, 0, 0, 0,2013-14
Viktor Fasth, 31, ANA, 5, 5, 2, 2, 1, 15, 131, 116, .885, 2.95, 0, 0.3, 305, 1, .200, 1, , , 0, 0, 0, 0,2013-14
Marc-Andre Fleury, 29, PIT, 64, 64, 39, 18, 5, 150, 1774, 1624, .915, 2.37, 5, 11.1, 3792, 33, .516, 11, 98, 2.86, 0, 0, 0, 4,2013-14
John Gibson, 20, ANA, 3, 3, 3, 0, 0, 4, 87, 83, .954, 1.33, 1, 0.9, 181, 3, 1.000, 0, , , 0, 0, 0, 0,2013-14
Jean-Sebastien Giguere, 36, COL, 22, 19, 11, 6, 1, 53, 608, 555, .913, 2.62, 2, 3.6, 1212, 12, .632, 4, 101, -0.61, 0, 0, 0, 4,2013-14
Thomas Greiss, 28, PHX, 25, 20, 10, 8, 5, 50, 626, 576, .920, 2.29, 2, 4.3, 1312, 12, .600, 2, 93, 3.94, 0, 0, 0, 0,2013-14
Philipp Grubauer, 22, WSH, 17, 14, 6, 5, 5, 35, 469, 434, .925, 2.38, 0, 3.5, 883, 9, .643, 2, 87, 5.41, 0, 0, 0, 0,2013-14
Kristers Gudlevskis, 21, TBL, 1, 1, 1, 0, 0, 2, 38, 36, .947, 2.01, 0, 0.4, 60, 1, 1.000, 0, , , 0, 0, 0, 0,2013-14
Jonas Gustavsson, 29, DET, 27, 26, 16, 5, 4, 68, 735, 667, .907, 2.63, 0, 3.9, 1551, 13, .500, 6, 107, -4.67, 0, 0, 0, 0,2013-14
Matt Hackett, 23, BUF, 8, 8, 1, 6, 1, 22, 239, 217, .908, 3.10, 0, 1.3, 426, 4, .500, 1, , , 0, 0, 0, 0,2013-14
Jaroslav Halak, 28, TOT, 52, 50, 29, 13, 7, 110, 1385, 1275, .921, 2.25, 5, 9.5, 2939, 30, .600, 6, 92, 9.34, 0, 1, 1, 0,2013-14
Jaroslav Halak, 28, STL, 40, 38, 24, 9, 4, 83, 1002, 919, .917, 2.23, 4, 6.5, 2238, 22, .579, 6, 96, 3.34, 0, 1, 1, 0,2013-14
Jaroslav Halak, 28, WSH, 12, 12, 5, 4, 3, 27, 383, 356, .930, 2.31, 1, 3.0, 701, 8, .667, 0, 82, 6.00, 0, 0, 0, 0,2013-14
Andrew Hammond, 25, OTT, 1, 0, , , , 0, 11, 11, 1.000, 0.00, 0, 0.2, 35, 0, , 0, , , 0, 0, 0, 0,2013-14
Josh Harding, 29, MIN, 29, 26, 18, 7, 3, 46, 690, 644, .933, 1.66, 3, 5.8, 1668, 21, .808, 3, 77, 13.45, 0, 0, 0, 0,2013-14
Cal Heeter, 25, PHI, 1, 1, 0, 0, 1, 5, 38, 33, .868, 4.69, 0, 0.0, 64, 0, .000, 0, , , 0, 0, 0, 0,2013-14
Magnus Hellberg, 22, NSH, 1, 0, , , , 1, 4, 3, .750, 4.92, 0, -0.1, 12, 0, , 0, , , 0, 0, 0, 0,2013-14
Jonas Hiller, 31, ANA, 50, 50, 29, 13, 7, 120, 1348, 1228, .911, 2.48, 5, 7.7, 2909, 27, .540, 11, 103, -3.85, 0, 2, 2, 0,2013-14
Braden Holtby, 24, WSH, 48, 45, 23, 15, 4, 126, 1475, 1349, .915, 2.85, 4, 9.0, 2656, 26, .578, 7, 99, 1.10, 0, 2, 2, 7,2013-14
Jimmy Howard, 29, DET, 51, 50, 21, 19, 11, 133, 1482, 1349, .910, 2.66, 2, 8.3, 3004, 25, .500, 7, 104, -5.30, 0, 0, 0, 6,2013-14
Michael Hutchinson, 23, WPG, 3, 3, 2, 1, 0, 5, 88, 83, .943, 1.64, 0, 0.8, 183, 3, 1.000, 0, , , 0, 0, 0, 0,2013-14
Carter Hutton, 28, NSH, 40, 34, 20, 11, 4, 91, 1006, 915, .910, 2.62, 1, 5.6, 2085, 15, .441, 8, 105, -4.32, 0, 1, 1, 2,2013-14
Chad Johnson, 27, BOS, 27, 23, 17, 4, 3, 53, 708, 655, .925, 2.10, 2, 5.2, 1511, 15, .652, 2, 87, 8.01, 0, 0, 0, 0,2013-14
Martin Jones, 24, LAK, 19, 18, 12, 6, 0, 33, 500, 467, .934, 1.81, 4, 4.2, 1095, 13, .722, 1, 77, 10.08, 0, 1, 1, 0,2013-14
Nikolai Khabibulin, 41, CHI, 4, 4, 1, 0, 1, 14, 74, 60, .811, 5.01, 0, -0.5, 168, 1, .250, 3, , , 0, 0, 0, 0,2013-14
Anton Khudobin, 27, CAR, 36, 34, 19, 14, 1, 80, 1076, 996, .926, 2.30, 1, 8.0, 2084, 22, .647, 2, 86, 12.72, 0, 0, 0, 0,2013-14
Connor Knapp, 23, BUF, 2, 1, 0, 0, 1, 4, 32, 28, .875, 3.14, 0, 0.0, 77, 0, .000, 0, , , 0, 1, 1, 0,2013-14
Darcy Kuemper, 23, MIN, 26, 25, 12, 8, 4, 60, 702, 642, .915, 2.43, 2, 4.3, 1480, 12, .480, 4, 99, 0.49, 0, 0, 0, 0,2013-14
Jason LaBarbera, 34, EDM, 7, 4, 1, 3, 0, 19, 146, 127, .870, 3.27, 0, 0.1, 348, 0, .000, 3, , , 0, 0, 0, 0,2013-14
Eddie Lack, 26, VAN, 41, 37, 16, 17, 5, 93, 1052, 959, .912, 2.41, 4, 6.1, 2319, 20, .541, 5, 103, -2.35, 0, 0, 0, 0,2013-14
Nathan Lawson, 30, OTT, 1, 0, , , , 2, 10, 8, .800, 10.11, 0, -0.1, 12, 0, , 0, , , 0, 0, 0, 0,2013-14
Robin Lehner, 22, OTT, 36, 30, 12, 15, 6, 99, 1141, 1042, .913, 3.06, 1, 6.8, 1942, 19, .633, 5, 101, -0.68, 0, 0, 0, 4,2013-14
Kari Lehtonen, 30, DAL, 65, 64, 33, 20, 10, 153, 1888, 1735, .919, 2.41, 5, 12.6, 3804, 36, .563, 10, 94, 9.68, 0, 4, 4, 4,2013-14
Nathan Lieuwen, 22, BUF, 7, 5, 1, 4, 0, 18, 191, 173, .906, 2.97, 0, 1.0, 363, 2, .400, 0, , , 0, 0, 0, 0,2013-14
Anders Lindback, 25, TBL, 23, 18, 8, 12, 2, 63, 580, 517, .891, 2.90, 1, 1.9, 1302, 6, .333, 3, 126, -13.02, 0, 0, 0, 2,2013-14
Henrik Lundqvist, 31, NYR, 63, 62, 33, 24, 5, 144, 1810, 1666, .920, 2.36, 5, 12.4, 3655, 36, .581, 9, 92, 11.96, 0, 4, 4, 0,2013-14
Roberto Luongo, 34, TOT, 56, 56, 25, 23, 7, 129, 1589, 1460, .919, 2.40, 4, 10.6, 3222, 29, .518, 4, 94, 7.92, 0, 0, 0, 2,2013-14
Roberto Luongo, 34, VAN, 42, 42, 19, 16, 6, 96, 1157, 1061, .917, 2.38, 3, 7.4, 2418, 22, .524, 4, 96, 3.69, 0, 0, 0, 0,2013-14
Roberto Luongo, 34, FLA, 14, 14, 6, 7, 1, 33, 432, 399, .924, 2.46, 1, 3.1, 804, 7, .500, 0, 89, 4.22, 0, 0, 0, 2,2013-14
Joey MacDonald, 33, CGY, 11, 9, 5, 4, 1, 29, 264, 235, .890, 2.91, 0, 0.8, 599, 2, .222, 2, , , 0, 0, 0, 2,2013-14
Drew MacIntyre, 30, TOR, 2, 1, 0, 1, 0, 4, 51, 47, .922, 2.54, 0, 0.4, 95, 0, .000, 0, , , 0, 0, 0, 0,2013-14
Jacob Markstrom, 24, TOT, 16, 12, 2, 8, 3, 46, 361, 315, .873, 3.39, 0, 0.4, 814, 3, .250, 4, 148, -14.89, 0, 0, 0, 0,2013-14
Jacob Markstrom, 24, FLA, 12, 9, 1, 6, 3, 36, 285, 249, .874, 3.52, 0, 0.3, 614, 2, .222, 3, , , 0, 0, 0, 0,2013-14
Jacob Markstrom, 24, VAN, 4, 3, 1, 2, 0, 10, 76, 66, .868, 3.01, 0, 0.0, 200, 1, .333, 1, , , 0, 0, 0, 0,2013-14
Steve Mason, 25, PHI, 61, 60, 33, 18, 7, 145, 1751, 1606, .917, 2.50, 4, 11.3, 3486, 35, .583, 9, 96, 5.88, 0, 1, 1, 10,2013-14
Marek Mazanec, 22, NSH, 25, 22, 8, 10, 4, 64, 650, 586, .902, 2.80, 2, 3.0, 1370, 11, .500, 6, 114, -7.99, 0, 0, 0, 0,2013-14
Curtis McElhinney, 30, CBJ, 28, 21, 10, 11, 1, 64, 703, 639, .909, 2.70, 2, 3.8, 1423, 12, .571, 3, 106, -3.43, 0, 1, 1, 0,2013-14
Mike McKenna, 30, CBJ, 4, 3, 1, 1, 1, 11, 114, 103, .904, 3.01, 0, 0.5, 219, 0, .000, 0, , , 0, 0, 0, 0,2013-14
Ryan Miller, 33, TOT, 59, 59, 25, 30, 4, 154, 1885, 1731, .918, 2.64, 1, 12.4, 3501, 36, .610, 7, 95, 8.42, 0, 2, 2, 0,2013-14
Ryan Miller, 33, BUF, 40, 40, 15, 22, 3, 108, 1411, 1303, .923, 2.72, 0, 10.2, 2384, 27, .675, 4, 89, 13.58, 0, 2, 2, 0,2013-14
Ryan Miller, 33, STL, 19, 19, 10, 8, 1, 46, 474, 428, .903, 2.47, 1, 2.2, 1117, 9, .474, 3, 113, -5.16, 0, 0, 0, 0,2013-14
Al Montoya, 28, WPG, 28, 22, 13, 8, 3, 59, 737, 678, .920, 2.30, 2, 5.0, 1541, 13, .591, 1, 93, 4.50, 0, 0, 0, 2,2013-14
Petr Mrazek, 21, DET, 9, 6, 2, 4, 0, 13, 178, 165, .927, 1.74, 2, 1.4, 449, 4, .667, 1, , , 0, 0, 0, 0,2013-14
Evgeni Nabokov, 38, NYI, 40, 39, 15, 14, 8, 103, 1085, 982, .905, 2.74, 4, 5.4, 2254, 16, .410, 8, 110, -9.51, 0, 1, 1, 4,2013-14
Michal Neuvirth, 25, TOT, 15, 13, 4, 8, 2, 41, 517, 476, .921, 2.78, 0, 3.6, 884, 9, .692, 2, 92, 3.55, 0, 1, 1, 0,2013-14
Michal Neuvirth, 25, WSH, 13, 11, 4, 6, 2, 36, 419, 383, .914, 2.82, 0, 2.5, 767, 7, .636, 2, 100, 0.10, 0, 1, 1, 0,2013-14
Michal Neuvirth, 25, BUF, 2, 2, 0, 2, 0, 5, 98, 93, .949, 2.56, 0, 1.0, 117, 2, 1.000, 0, , , 0, 0, 0, 0,2013-14
Antti Niemi, 30, SJS, 64, 64, 39, 17, 7, 149, 1705, 1556, .913, 2.39, 4, 10.1, 3740, 30, .469, 9, 101, -2.09, 0, 2, 2, 0,2013-14
Anders Nilsson, 23, NYI, 19, 17, 8, 7, 2, 57, 548, 491, .896, 3.11, 0, 2.1, 1101, 6, .353, 4, 121, -9.78, 0, 0, 0, 2,2013-14
Cristopher Nilstorp, 29, DAL, 1, 0, , , , 3, 17, 14, .824, 4.56, 0, -0.1, 39, 0, , 0, , , 0, 0, 0, 0,2013-14
Joni Ortio, 22, CGY, 9, 9, 4, 4, 0, 21, 193, 172, .891, 2.52, 0, 0.6, 501, 3, .333, 1, , , 0, 2, 2, 0,2013-14
Ondrej Pavelec, 26, WPG, 57, 57, 22, 26, 7, 163, 1644, 1481, .901, 3.01, 1, 7.4, 3248, 24, .421, 12, 115, -21.34, 0, 3, 3, 0,2013-14
Justin Peters, 27, CAR, 21, 20, 7, 9, 4, 51, 626, 575, .919, 2.50, 1, 4.1, 1225, 11, .550, 3, 95, 2.94, 0, 2, 2, 4,2013-14
Kevin Poulin, 23, NYI, 28, 26, 11, 16, 1, 89, 820, 731, .891, 3.29, 0, 2.8, 1625, 8, .308, 8, 126, -18.34, 0, 0, 0, 0,2013-14
Carey Price, 26, MTL, 59, 59, 34, 20, 5, 134, 1828, 1694, .927, 2.32, 6, 13.9, 3464, 38, .644, 7, 85, 23.51, 0, 2, 2, 4,2013-14
Jonathan Quick, 28, LAK, 49, 49, 27, 17, 4, 100, 1183, 1083, .915, 2.07, 6, 7.4, 2904, 26, .531, 6, 98, 1.93, 0, 2, 2, 2,2013-14
Antti Raanta, 24, CHI, 25, 22, 13, 5, 4, 63, 610, 547, .897, 2.71, 1, 2.4, 1397, 12, .545, 6, 120, -10.44, 0, 1, 1, 0,2013-14
Karri Ramo, 27, CGY, 40, 37, 17, 15, 4, 97, 1091, 994, .911, 2.65, 2, 6.2, 2194, 19, .514, 5, 103, -2.99, 0, 1, 1, 10,2013-14
Tuukka Rask, 26, BOS, 58, 58, 36, 15, 6, 115, 1641, 1526, .930, 2.04, 7, 13.1, 3386, 39, .672, 8, 81, 26.40, 0, 2, 2, 2,2013-14
James Reimer, 25, TOR, 36, 32, 12, 16, 1, 97, 1094, 997, .911, 3.26, 1, 6.3, 1785, 16, .500, 8, 103, -2.73, 0, 0, 0, 2,2013-14
Pekka Rinne, 31, NSH, 24, 24, 10, 10, 3, 63, 645, 582, .902, 2.77, 2, 3.0, 1367, 12, .500, 8, 113, -7.42, 0, 0, 0, 0,2013-14
Cory Schneider, 27, NJD, 45, 43, 16, 15, 12, 88, 1107, 1019, .921, 1.97, 3, 7.6, 2680, 25, .581, 4, 92, 7.39, 0, 0, 0, 4,2013-14
Ben Scrivens, 27, TOT, 40, 35, 16, 16, 4, 94, 1205, 1111, .922, 2.55, 4, 8.5, 2210, 22, .629, 3, 91, 9.83, 0, 1, 1, 6,2013-14
Ben Scrivens, 27, EDM, 21, 20, 9, 11, 0, 62, 741, 679, .916, 3.01, 1, 4.7, 1235, 12, .600, 3, 97, 1.85, 0, 0, 0, 6,2013-14
Ben Scrivens, 27, LAK, 19, 15, 7, 5, 4, 32, 464, 432, .931, 1.97, 3, 3.8, 975, 10, .667, 0, 80, 7.98, 0, 1, 1, 0,2013-14
Kent Simpson, 21, CHI, 1, 0, , , , 2, 7, 5, .714, 6.00, 0, -0.1, 20, 0, , 0, , , 0, 0, 0, 0,2013-14
Mike Smith, 31, PHX, 62, 61, 27, 21, 10, 159, 1871, 1712, .915, 2.64, 3, 11.6, 3610, 35, .574, 5, 99, 2.22, 1, 3, 4, 14,2013-14
Alex Stalock, 26, SJS, 24, 18, 12, 5, 2, 39, 571, 532, .932, 1.87, 2, 4.7, 1252, 12, .667, 1, 79, 10.20, 0, 0, 0, 2,2013-14
Niklas Svedberg, 24, BOS, 1, 1, 1, 0, 0, 2, 35, 33, .943, 1.97, 0, 0.3, 61, 1, 1.000, 0, , , 0, 0, 0, 0,2013-14
Cam Talbot, 26, NYR, 21, 19, 12, 6, 1, 33, 560, 527, .941, 1.64, 3, 5.2, 1211, 16, .842, 0, 68, 15.25, 0, 0, 0, 0,2013-14
Tim Thomas, 39, TOT, 48, 45, 18, 24, 4, 128, 1390, 1262, .908, 2.88, 0, 7.4, 2663, 25, .556, 7, 107, -8.23, 0, 1, 1, 4,2013-14
Tim Thomas, 39, FLA, 40, 40, 16, 20, 3, 110, 1206, 1096, .909, 2.87, 0, 6.6, 2299, 23, .575, 6, 106, -6.08, 0, 1, 1, 4,2013-14
Tim Thomas, 39, DAL, 8, 5, 2, 4, 1, 18, 184, 166, .902, 2.97, 0, 0.9, 364, 2, .400, 1, , , 0, 0, 0, 0,2013-14
Dustin Tokarski, 24, MTL, 3, 2, 2, 0, 0, 5, 93, 88, .946, 1.84, 1, 0.9, 163, 2, 1.000, 0, , , 0, 0, 0, 0,2013-14
Semyon Varlamov, 25, COL, 63, 60, 41, 14, 6, 146, 2013, 1867, .927, 2.41, 2, 15.5, 3640, 44, .733, 4, 84, 27.45, 0, 3, 3, 2,2013-14
Mark Visentin, 21, PHX, 1, 1, 0, 1, 0, 3, 32, 29, .906, 3.06, 0, 0.2, 59, 0, .000, 0, , , 0, 0, 0, 0,2013-14
Cam Ward, 29, CAR, 30, 28, 10, 12, 6, 84, 824, 740, .898, 3.06, 0, 3.4, 1645, 11, .393, 6, 118, -13.00, 0, 1, 1, 2,2013-14
Jeff Zatkoff, 26, PIT, 20, 18, 12, 6, 2, 51, 582, 531, .912, 2.61, 1, 3.4, 1171, 9, .500, 3, 102, -0.85, 0, 1, 1, 0,2013-14
Sami Aittokallio, 20, COL, 1, 1, 0, 0, 0, 2, 25, 23, .920, 2.43, 0, 0.2, 49, 1, 1.000, 0, , , 0, 0, 0, 0,2012-13
Jake Allen, 22, STL, 15, 13, 9, 4, 0, 33, 346, 313, .905, 2.46, 1, 1.8, 804, 6, .462, 4, 108, -2.53, 0, 0, 0, 0,2012-13
Craig Anderson, 31, OTT, 24, 24, 12, 9, 2, 40, 677, 637, .941, 1.69, 3, 6.5, 1421, 17, .708, 1, 67, 19.63, 0, 0, 0, 0,2012-13
Richard Bachman, 25, DAL, 13, 8, 6, 5, 0, 33, 288, 255, .885, 3.25, 0, 0.9, 609, 4, .500, 3, 130, -7.63, 0, 0, 0, 0,2012-13
Niklas Backstrom, 34, MIN, 42, 41, 24, 15, 3, 98, 1072, 974, .909, 2.48, 2, 6.2, 2368, 18, .439, 8, 104, -3.58, 0, 0, 0, 2,2012-13
Jonathan Bernier, 24, LAK, 14, 12, 9, 3, 1, 24, 306, 282, .922, 1.87, 1, 2.2, 768, 8, .667, 1, 89, 2.95, 0, 1, 1, 0,2012-13
Martin Biron, 35, NYR, 6, 5, 2, 2, 1, 13, 156, 143, .917, 2.32, 0, 1.0, 336, 2, .400, 1, , , 0, 0, 0, 0,2012-13
Ben Bishop, 26, TOT, 22, 21, 11, 9, 1, 56, 701, 645, .920, 2.67, 2, 5.0, 1260, 14, .667, 3, 91, 5.74, 0, 0, 0, 2,2012-13
Ben Bishop, 26, OTT, 13, 12, 8, 5, 0, 31, 399, 368, .922, 2.45, 1, 3.0, 758, 8, .667, 3, 88, 4.14, 0, 0, 0, 0,2012-13
Ben Bishop, 26, TBL, 9, 9, 3, 4, 1, 25, 302, 277, .917, 2.99, 1, 2.0, 502, 6, .667, 0, 94, 1.60, 0, 0, 0, 2,2012-13
Sergei Bobrovsky, 24, CBJ, 38, 37, 21, 11, 6, 74, 1084, 1010, .932, 2.00, 4, 9.2, 2219, 26, .703, 4, 78, 21.48, 0, 0, 0, 0,2012-13
Brian Boucher, 36, PHI, 4, 1, 0, 2, 0, 6, 55, 49, .891, 2.50, 0, 0.2, 144, 0, .000, 0, , , 0, 0, 0, 0,2012-13
Martin Brodeur*, 40, NJD, 29, 29, 13, 9, 7, 65, 654, 589, .901, 2.22, 2, 3.1, 1757, 15, .517, 6, 113, -7.40, 1, 2, 3, 0,2012-13
Ilya Bryzgalov, 32, PHI, 40, 40, 19, 17, 3, 107, 1066, 959, .900, 2.79, 1, 5.0, 2298, 20, .500, 10, 114, -13.11, 0, 3, 3, 0,2012-13
Peter Budaj, 30, MTL, 13, 10, 8, 1, 1, 25, 273, 248, .908, 2.28, 1, 1.6, 656, 6, .600, 2, 104, -0.95, 0, 0, 0, 0,2012-13
Scott Clemmensen, 35, FLA, 19, 11, 3, 7, 2, 53, 421, 368, .874, 3.67, 0, 0.7, 866, 3, .273, 4, 143, -15.92, 0, 0, 0, 0,2012-13
Corey Crawford, 28, CHI, 30, 28, 19, 5, 5, 57, 769, 712, .926, 1.94, 3, 6.0, 1761, 19, .679, 1, 84, 10.73, 0, 0, 0, 4,2012-13
Yann Danis, 31, EDM, 3, 0, 1, 0, 0, 7, 59, 52, .881, 3.81, 0, 0.1, 110, 0, , 0, , , 0, 0, 0, 0,2012-13
Cedrick Desjardins, 27, TBL, 3, 2, 0, 3, 0, 8, 73, 65, .890, 3.00, 0, 0.3, 160, 0, .000, 0, , , 0, 0, 0, 0,2012-13
Rick DiPietro, 31, NYI, 3, 3, 0, 3, 0, 12, 83, 71, .855, 4.10, 0, -0.1, 176, 0, .000, 1, , , 0, 0, 0, 0,2012-13
Devan Dubnyk, 26, EDM, 38, 37, 14, 16, 6, 90, 1132, 1042, .920, 2.57, 2, 8.1, 2101, 20, .541, 5, 90, 9.70, 0, 0, 0, 0,2012-13
Brian Elliott, 27, STL, 24, 20, 14, 8, 1, 49, 526, 477, .907, 2.28, 3, 2.9, 1292, 12, .600, 6, 106, -2.67, 0, 0, 0, 0,2012-13
Dan Ellis, 32, CAR, 19, 16, 6, 8, 2, 52, 555, 503, .906, 3.13, 1, 3.0, 997, 8, .500, 4, 106, -3.12, 0, 2, 2, 0,2012-13
Ray Emery, 30, CHI, 21, 19, 17, 1, 0, 36, 460, 424, .922, 1.94, 3, 3.4, 1116, 12, .632, 1, 89, 4.52, 0, 0, 0, 0,2012-13
Jhonas Enroth, 24, BUF, 12, 9, 4, 4, 1, 27, 332, 305, .919, 2.60, 1, 2.3, 623, 7, .778, 1, 92, 2.24, 0, 0, 0, 0,2012-13
Viktor Fasth, 30, ANA, 25, 23, 15, 6, 2, 52, 661, 609, .921, 2.18, 4, 4.8, 1428, 14, .609, 3, 89, 6.22, 0, 0, 0, 0,2012-13
Marc-Andre Fleury, 28, PIT, 33, 31, 23, 8, 0, 74, 881, 807, .916, 2.39, 1, 5.9, 1858, 15, .484, 5, 95, 3.60, 0, 2, 2, 2,2012-13
Jeff Frazee, 25, NJD, 1, 0, 0, 0, 0, 0, 3, 3, 1.000, 0.00, 0, 0.1, 19, 0, , 0, , , 0, 0, 0, 0,2012-13
Mathieu Garon, 35, TBL, 18, 16, 5, 9, 2, 44, 427, 383, .897, 2.90, 0, 1.9, 910, 6, .375, 4, 117, -6.39, 0, 0, 0, 0,2012-13
Jean-Sebastien Giguere, 35, COL, 18, 14, 5, 4, 4, 43, 469, 426, .908, 2.84, 0, 2.7, 908, 4, .286, 1, 104, -1.69, 0, 0, 0, 4,2012-13
Thomas Greiss, 27, SJS, 6, 5, 1, 4, 0, 13, 153, 140, .915, 2.53, 1, 1.0, 308, 3, .600, 1, , , 0, 0, 0, 0,2012-13
Philipp Grubauer, 21, WSH, 2, 1, 0, 1, 0, 5, 59, 54, .915, 3.57, 0, 0.4, 84, 0, .000, 0, , , 0, 0, 0, 0,2012-13
Jonas Gustavsson, 28, DET, 7, 4, 2, 2, 1, 17, 140, 123, .879, 2.92, 0, 0.3, 349, 2, .500, 1, , , 0, 1, 1, 2,2012-13
Matt Hackett, 22, MIN, 1, 1, 0, 1, 0, 5, 33, 28, .848, 5.07, 0, 0.0, 59, 0, .000, 1, , , 0, 0, 0, 0,2012-13
Jaroslav Halak, 27, STL, 16, 15, 6, 5, 1, 29, 286, 257, .899, 2.14, 3, 1.3, 813, 7, .467, 4, 115, -3.81, 0, 1, 1, 0,2012-13
Josh Harding, 28, MIN, 5, 3, 1, 1, 0, 10, 73, 63, .863, 3.24, 1, 0.0, 185, 1, .333, 2, , , 0, 0, 0, 0,2012-13
Johan Hedberg, 39, NJD, 19, 19, 6, 10, 3, 51, 435, 384, .883, 2.76, 1, 1.2, 1108, 9, .474, 6, 133, -12.69, 0, 1, 1, 4,2012-13
Jonas Hiller, 30, ANA, 26, 25, 15, 6, 4, 59, 675, 616, .913, 2.36, 1, 4.2, 1498, 14, .560, 2, 99, 0.45, 0, 1, 1, 2,2012-13
Braden Holtby, 23, WSH, 36, 35, 23, 12, 1, 90, 1123, 1033, .920, 2.58, 4, 8.0, 2089, 20, .571, 5, 91, 8.91, 0, 2, 2, 2,2012-13
Jimmy Howard, 28, DET, 42, 42, 21, 13, 7, 87, 1129, 1042, .923, 2.13, 5, 8.4, 2446, 26, .619, 7, 87, 12.44, 0, 1, 1, 0,2012-13
Carter Hutton, 27, CHI, 1, 1, 0, 1, 0, 3, 28, 25, .893, 3.06, 0, 0.1, 59, 0, .000, 0, , , 0, 0, 0, 0,2012-13
Leland Irving, 24, CGY, 6, 5, 2, 1, 1, 15, 128, 113, .883, 3.33, 0, 0.3, 270, 1, .200, 2, , , 0, 1, 1, 0,2012-13
Chad Johnson, 26, PHX, 4, 4, 2, 0, 2, 5, 108, 103, .954, 1.22, 1, 1.2, 247, 3, .750, 0, , , 0, 0, 0, 0,2012-13
Nikolai Khabibulin, 40, EDM, 12, 11, 4, 6, 1, 29, 376, 347, .923, 2.55, 1, 2.8, 684, 6, .545, 1, 88, 4.12, 0, 0, 0, 0,2012-13
